聯棋	pair Go
联棋	pair Go
自己	own
逆转	overturn game
逆轉	overturn game
漏著	oversight
漏着	oversight
過分	overplay
过分	overplay
無理	overplay
无理	overplay
凝形	overconcentrated shape
重複	overconcentrated
重复	overconcentrated
外氣	outside liberty
外气	outside liberty
在外	outside
原创	original
以上	or above
或者	or
開局	opening
开局	opening
序盤	opening
序盘	opening
布局	opening
佈局	opening
授先	one stone handicap
一手	one move
爭棋	official challenge match
争棋	official challenge match
占据	occupy
手数	number of moves
现在	now
鼻顶	nose tesuji
鼻頂	nose tesuji
無解	no solution
猜子	nigiri
猜先	nigiri
晚上	night
新手	new move
單官	neutral point
单官	neutral point
枷吃	net
需要	need
國手	national champion
国手	national champion
缩小	narrow
名称	name
互圍	mutual surrounding of territory
互围	mutual surrounding of territory
互破	mutual damage
多解	multiple solutions
套劫	multi stage ko
落子	move(s)
移动	move
下法	move
方形	mouth shape
早上	morning
月卡	monthly card
伸腿	monkey jump
调子	momentum
調子	momentum
错误	mistake
錯誤	mistake
失误	mistake
分钟	minutes
中盤	middle game
中盘	middle game
见合	miai
見合	miai
方法	method
杰作	masterpiece
治孤	managing isolated weak group
利用	make use
求活	make life
做活	make life
维护	maintenance
妖刀	magic sword
低于	lower than
虧損	loss
損失	loss
损失	loss
吃虧	loss
吃亏	loss
亏损	loss
败着	losing move
敗著	losing move
損劫	losing ko threat
损劫	losing ko threat
超時	lose by time
超时	lose by time
缓征	loose ladder
緩徵	loose ladder
帶鈎	long L-group
带钩	long L-group
步调	logical order of moves
活棋	living group
劫活	live by ko
列表	list
限时	limit
轻盈	light
輕盈	light
诘棋	life-and-death problem
詰棋	life-and-death problem
死活	life-and-death
内气	liberties surrounded exclusively by one player's stones
內氣	liberties surrounded exclusively by one player's stones
侧靠	lean on
收後	last play
收后	last play
大飞	large knight's move
大飛	large knight's move
大盤	large board
大盘	large board
引征	ladder breaker
阶梯	ladder
征子	ladder
級位	kyu-level
贴目	komi
貼目	komi
劫材	ko threat
劫争	ko fight
打劫	ko
飞挂	knight's move approach
飛掛	knight's move approach
小飞	knight's move
小飛	knight's move
劫殺	kill by ko
劫杀	kill by ko
殺棋	kill
杀棋	kill
杀し	kill
要子	key stones
棋精	key stones
棋筋	key stones
定式	joseki
持棋	jigo
不是	it's not
铁柱	iron pillar
鐵柱	iron pillar
扎钉	iron pillar
扎釘	iron pillar
打入	invasion
侵入	invasion
简介	introduction
入門	introduction
内部	internal
精讲	intensive
院生	insei
應氏	ing's
应氏	ing's
厚勢	influence
厚势	influence
勢力	influence
势力	influence
劣勢	inferior
劣势	inferior
必然	inevitable
鬆氣	increase liberties
长气	increase liberties
長氣	increase liberties
松气	increase liberties
延氣	increase liberties
延气	increase liberties
寬氣	increase liberties
宽气	increase liberties
伸氣	increase liberties
伸气	increase liberties
重要	important
如何	how
小时	hour
隐藏	hide
帮助	help
笨重	heavy
隨手	hasty move
随手	hasty move
有何	has what
硬頭	hard head
硬头	hard head
缠绕	harassment technique
纏繞	harassment technique
扳断	hane through
讲义	handout
让子	handicap
讓子	handicap
授子	handicap
手谈	hand talk
手談	hand talk
單劫	half-point ko
单劫	half-point ko
半劫	half-point ko
大師	grandmaster
後手	gote
后手	gote
好點	good point
好点	good point
鬼手	ghost move
怪著	ghost move
怪着	ghost move
出頭	getting ahead
出头	getting ahead
復盤	game review
复盘	game review
棋譜	game record
对弈	game
对局	game
基础	foundation
形成	form
针对	for
焦點	focal point
焦点	focal point
浮棋	floating stones
浮子	floating stones
孤棋	floating stones
彈性	flexibility
弹性	flexibility
硬腿	first line descent
氣合	fighting spirit
气合	fighting spirit
感觉	feeling
感覺	feeling
卡眼	falsify eye
瞎劫	false ko threat
假劫	false ko threat
假眼	false eye
失败	failure
失敗	failure
點方	eye-stealing tesuji
点方	eye-stealing tesuji
大眼	eye with two or more spaces
眼位	eye space
眼形	eye shape
眼氣	eye liberties
眼气	eye liberties
開拆	extension
开拆	extension
精妙	exquisite
习题	exercise
转换	exchange
轉換	exchange
交換	exchange
交换	exchange
飞刀	exception move in joseki
飛刀	exception move in joseki
妙着	excellent move
妙手	excellent move
分先	even game
长生	eternal life
長生	eternal life
逃遁	escape
逃生	escape
脱出	escape
淺消	erasure
浅消	erasure
侵消	erasure
兩分	equal
两分	equal
擴張	enlarge
擴大	enlarge
扩张	enlarge
扩大	enlarge
敵人	enemy
敌人	enemy
消劫	ending the ko
终盘	endgame
終盤	endgame
收官	endgame
官着	endgame
官子	endgame
终局	end of game
終局	end of game
围空	enclose territory
重围	encirclement
象飞	elephant's move
象飛	elephant's move
象步	elephant's move
效率	efficiency
效果	effect
愚形	dumpling shape
和棋	draw
大龙	dragon
大龍	dragon
双征	double ladder
雙劫	double ko
双劫	double ko
連扳	double hane
连扳	double hane
雙打	double atari
雙吃	double atari
双打	double atari
双吃	double atari
雙掛	double approach
双挂	double approach
不要	don't want
淘汰	disused
剖析	dissection / self-analysis
不利	disadvantageous
方向	direction
緊劫	direct ko
紧劫	direct ko
文憑	diploma
文凭	diploma
难的	difficulty
难度	difficulty
词典	dictionary
尖顶	diagonal attachment
尖頂	diagonal attachment
小尖	diagonal
發展	develop
发展	develop
说明	description
断是	definitely
防守	defend
决战	decisive battle
死子	dead stone
死棋	dead group
段位	dan-level
切斷	cut
切断	cut
俗手	crude move
花五	crossed five
扭斷	crosscut
扭断	crosscut
創作	creation
创作	creation
開劫	create ko
开劫	create ko
做劫	create ko
创建	create
比氣	counting liberties
比气	counting liberties
點目	counting
点目	counting
對策	countermeasure
对策	countermeasure
反夾	counter-pincer
反夹	counter-pincer
反扳	counter-hane
反攻	counter-attack
反擊	counter-attack
反击	counter-attack
反打	counter-atari
正解	correct answer
正確	correct
正确	correct
點角	corner invasion
点角	corner invasion
守角	corner enclosure
掛角	corner approach
挂角	corner approach
角上	corner
配合	coordination
控制	control
提供	contributor
連接	connect
连接	connect
确认	confirm/verify (indicates a diagram showing why the correct answer works)
进行	conduct
概念	concept
综合	comprehensive
完成	complete
完全	complete
普通	common
作战	combat
梳形	comb formation
崩潰	collapse
崩溃	collapse
细棋	close game
細棋	close game
棋钟	clock
棋鐘	clock
巧著	clever move
巧着	clever move
巧手	clever move
清除	clear
教室	classroom
古典	classical
选择	choose
攔逼	checking extension
拦逼	checking extension
拆逼	checking extension
追捕	chase
章节	chapter
章節	chapter
整體	chain
整体	chain
证书	certificate
證書	certificate
象眼	center of elephant's move
中腹	center
中心	center
中央	center
中原	center
鬥方	carpenter's square
曲尺	carpenter's square
斗方	carpenter's square
門吃	capturing technique by atari
抱吃	capturing technique by atari
對殺	capturing race
对杀	capturing race
门吃	capture by atari
镇头	capping play
鎮頭	capping play
出来	can make
计算	calculate
读秒	byo-yomi
讀秒	byo-yomi
刀五	bulky five
盤渡	bridge under
盘渡	bridge under
突围	breakout
闯关	break through
突出	break out
雙方	both sides
双方	both sides
收藏	bookmark
棋書	book
書本	book
书本	book
残忍	bloody or merciless
快棋	blitz game
盲點	blind spot
盲点	blind spot
黑方	black player
黑棋	black group
黒棋	black
大場	big point
大场	big point
最佳	best
曲三	bent three
彎三	bent three
弯三	bent three
曲四	bent four
彎四	bent four
弯四	bent four
得益	benefit
初级	beginner level
初級	beginner level
基本	basic
根據	base
根据	base
平衡	balance
坏形	bad shape
惡手	bad move
恶手	bad move
雪崩	avalanche
攻杀	attack and kill
攻防	attack and defense
攻守	attack and defence
攻擊	attack
攻击	attack
打吃	atari
叫吃	atari
此时	at this time
答案	answer(s)
解答	answer
年卡	annual card
業餘	amateur
业余	amateur
已经	already
餘味	aji
味道	aji
余味	aji
有利	advantageous
进阶	advanced
打掛	adjourn game
打挂	adjourn game
實戰	actual game situation
实战	actual combat
账号	account
陷阱	a trap
白先	White to play
白子	White stone
白死	White dies
围豆	Weidou
挖吃	Wedge
微信	WeChat
王檄	Wang Xi
棋友	Users
升级	Upgrade
试下	Try
台象	Tower
总数	Total
题目	Topic
提示	Tips
用时	Time spent
檀啸	Tan Xiao
标签	Tags
扑吃	Snapback capture
注册	Sign up
签到	Sign in
登录	Sign in
整形	Shape
编号	Serial number
得分	Score
保存	Save
弃子	Sacrifice
评价	Review
剩余	Remaining
棋谱	Records
充值	Recharge
评分	Rating
数量	Quantity
题型	Problem type
私信	Private messages
帖子	Posts
请利	Please
对战	Play
部分	Part
其他	Others
只有	Only
确定	OK
注意	Notice
记谱	Notation
我的	My
更多	More
月度	Monthly
修改	Modify
中卷	Middle volume
做眼	Making eyes
题库	Lib
级别	Level
下卷	Last volume
尾页	Last page
韩国	Korea
聚杀	Killing
判断	Judgement
日本	Japan
初始	Initial
丈和	Honinbo Jowa
道策	Honinbo Dosaku
作业	Homework
神龙	Heavenly Dragons
获得	Got
棋理	Go theory
棋盤	Go board
棋盘	Go board
棋板	Go board
棋院	Go academy
圍棋	Go
围棋	Go
入门	Getting started
藤泽	Fujisawa
从第	From
频率	Frequency
补棋	Fix the shape
上卷	First volume
首页	First page
最后	Final
最快	Fastest
名家	Famous
研究	Explore
退出	Exit
兑换	Exchange
逃子	Escape
启蒙	Enlightenment
邮箱	Email
编辑	Edit
每题	Each problem
每次	Each
道场	Dojo
做题	Do problems
丁浩	Ding Hao
破眼	Destroying eyes
删除	Delete
本次	Current
做对	Correct
联络	Connect
恭喜	Congratulations
全集	Complete Works
解说	Commentary
评论	Comment
专栏	Column
关闭	Close
关卡	Checkpoint
吃子	Capture
取消	Cancel
能救	Can save
购买	Buy
棋书	Books
黑先	Black to play
黑子	Black stone
黑白	Black and white
大全	Big Collection
平均	Average
头像	Avatar
进攻	Attack
擂台	Arena
应对	Answer
同意	Agree to
补遗	Addendum
添加	Add
应战	Accept challenges
约战	About
初段	1 dan
主動	(to take the) initiative
主动	(to take the) initiative
在101工作	Work at 101
上 一 定 式	Previous joseki
下 一 定 式	Next joseki
棋 力 测 试	Go Strength Test
上 一 题	Previous problem
下 一 题	Next problem
第 五 关	Level 5
第 四 关	Level 4
第 三 关	Level 3
第 二 关	Level 2
第 一 关	Level 1
正 确 率	Correct rate
保 存	Save
创 建	Creation
元	yuan
赢	win
贏	win
胜	win
勝	win
白	white
挖	wedge
弱	weak
牆	wall
墙	wall
册	volume(s)
卷	volume
很	very
用	use
急	urgent
上	upper
托	underneath attachment
训	training
共	total
次	times
緊	tight
紧	tight
虎	tiger's mouth
撲	throw in
扑	throw in
三	three
薄	thin
厚	thick
地	territory
教	teach
圍	surround
围	surround
强	strong
強	strong
长	stretch
長	stretch
子	stone
星	star point
立	stand
稍	somewhat
小	small
缓	slow
緩	slow
慢	slow
鬆	slack
松	slack
邊	side
边	side
要	should
形	shape
秒	sec
封	seal in
对	right
右	right
逆	reverse
抵	resist
抗	resist
救	rescue
证	rank diploma
挺	push up
衝	push through
冲	push through
壓	push down
压	push down
退	pull back
利	profit
题	problem(s)
练	practice
目	point(s)
梅	plum
收	play
聚	placement inside opponent's eye
點	placement
点	placement
人	people
觑	peep
覷	peep
刺	peep
兰	orchid
的	of
网	network
枷	net
著	move
着	move
手	move
错	mistaken
分	min
中	middle
法	method
下	lower
低	low
负	loss(es)
虧	loss
損	loss
损	loss
亏	loss
输	lose
輸	lose
負	lose
寬	loose
宽	loose
轻	light
輕	light
氣	liberty
气	liberty
左	left
大	large
征	ladder
级	kyu
級	kyu
劫	ko
飞	knight's move
飛	knight's move
殺	kill
杀	kill
刚	just
跳	jump
枣	jujube (Chinese Date Wood)
道	items
是	is
勢	influence
势	influence
前	in front
室	house
并	horizontal stretch
並	horizontal stretch
高	high
重	heavy
有	has
扳	hane
好	good
盘	game(s)
谱	game record
譜	game record
从	from
先	first
快	fast
败	failure
敗	failure
眼	eye
拆	extension
妙	exquisite
佳	excellent
遁	escape
逃	escape
敵	enemy
敌	enemy
空	empty
龙	dragon
龍	dragon
棄	discard
弃	discard
圖	diagram
图	diagram
尖	diagonal
防	defend
守	defend
天	days
段	dan
斷	cut
断	cut
爬	crawl
角	corner
渡	connect underneath
連	connect
连	connect
粘	connect
比	compare
集	collection
崩	collapse
钟	clock
鐘	clock
班	class
夾	clamp (pincer)
夹	clamp (pincer)
菊	chrysanthemum
逼	checking extension
攔	checking extension
拦	checking extension
追	chase
提	capture
吃	capture
镇	capping play
鎮	capping play
可	can
由	by
却	but
擠	bump into diagonal
顶	bump
頂	bump
破	break
書	book
书	book
擋	block
搪	block
挡	block
黑	black
曲	bend
拐	bend
雙	bamboo joint
双	bamboo joint
竹	bamboo
攻	attack
碰	attach to the side
靠	attach one line higher than enemy stone
搭	attach
打	atari
挤	angle wedge (atekomi)
和	and
与	and
後	after
后	after
跨	across-attach
约	about
请	Please
。	.
《	\"
》	\"
sgf中的分支如果是正解，需要在正解的最后一步写上说明	If a branch in the SGF file is a correct solution, you need to write an explanation On the last node
Zero棋谱	ZeroGo
Master棋谱	MasterGo
101围棋网有三种会员类型	101 Weiqi.com has three membership types
101年度错题统计分析	Community mistakes report
101本月错题统计分析	Community error report this month
101棋友最近活动	101weiqi Friends’ Recent Actions
101棋谱库研究	Repository research
101围棋网	101 Go Net

# names
山田规三生	Yamada Kimio
芝野龍之介	Shibano Ryunosuke
桥本宇太郎	Hashimoto Utaro
依田纪基	Yoda Norimoto
安井算知	Yasui Sanchi
山下敬吾	Yamashita Keigo
山田晋次	Yamada Shinji
东野弘昭	Toono Hiroaki
武宫正树	Takemiya Masaki
高尾绅路	Takao Shinji
芝野虎丸	Shibano Toramaru
濑越宪作	Segoe Kensaku
坂田荣男	Sakata Eio
大竹英雄	Ootake Hideo
大西智之	Oonishi Tomoyuki
大平修三	Oohira Shuzo
大桥成哉	Oohashi Naruya
大桥拓文	Oohashi Hirofumi
向井千瑛	Mukai Chiaki
前田陈尔	Maeda Nobuaki
小松英树	Komatsu Hideki
加藤正夫	Kato Masao
加田克司	Kada Katsuji
井山裕太	Iyama Yuta
石田芳夫	Ishida Yoshio
今村俊也	Imamura Toshiya
彦坂直人	Hikosaka Naoto
羽根泰正	Hane Yasumasa
羽根直树	Hane Naoki
藤泽秀行	Fujisawa Hideyuki
藤沢秀行	Fujisawa Hideyuki
周睿羊	Zhou Ruiyang
周鹤洋	Zhou Heyang
结城聪	Yuki Satoshi
於之莹	Yu Zhiying
伊凌涛	Yi Lingtao
山城宏	Yamashiro Hiroshi
谢依旻	Xie Yimin
吴依铭	Wu Yiming
元晟溱	Weon Seong-jin
王楚轩	Wang Chuxuan
柁嘉熹	Tuo Jiaxi
童梦成	Tong Mengcheng
唐韦星	Tang Weixing
高川格	Takagawa Kaku
苏耀国	So Yokoku
申真谞	Shin Jin-seo
柳时熏	Shikun Ryu
施襄夏	Shi Ding’an
徐奉洙	Seo Bong-soo
酒井猛	Sakai Takeshi
芮乃伟	Rui Naiwei
林汉杰	Rin Kanketsu
林海峰	Rin Kaiho
钱宇平	Qian Yuping
朴文垚	Piao Wenyao
彭立尧	Peng Liyao
朴永训	Park Yeong-hun
朴廷桓	Park Jung-hwan
白洪淅	Paek Hong-suk
吴侑珍	Oh Yu-jin
王立诚	O Rissei
王铭琬	O Meien
聂卫平	Nie Weiping
睦镇硕	Mok Jin-seok
芈昱廷	Mi Yuting
孟泰龄	Meng Tailing
马晓春	Ma Xiaochun
罗洗河	Luo Xihe
廖元赫	Liao Yuanhe
李轩豪	Li Xuanhao
李钦诚	Li Qincheng
李世石	Lee Se-dol
李昌镐	Lee Chang-ho
赖均辅	Lai Jyun-fu
权甲龙	Kweon Kap-yong
河野临	Kono Rin
小林流	Kobayashi opening
小林觉	Kobayashi Satoru
木谷实	Kitani Minoru
金志锡	Kim Ji-seok
金恩持	Kim Eun-ji
姜东润	Kang Dong-yun
郭求真	Kaku Kyushin
江维杰	Jiang Weijie
石田章	Ishida Akira
古灵益	Gu Lingyi
吴清源	Go Seigen
范蕴若	Fan Yunruo
范西屏	Fan Xiping
崔明勋	Choi Myeong-hun
崔哲瀚	Choi Cheol-han
曹薰铉	Cho Hun-hyeon
赵汉乘	Cho Han-seung
赵治勋	Cho Chikun
陈祖德	Chen Zude
曹大元	Cao Dayuan
李喆	li Zhe
张立	Zhang Li
谢赫	Xie He
时越	Shi Yue
连笑	Lian Xiao
李赫	Li He
孔杰	Kong Jie
柯洁	Ke Jie
秀和	Honinbo Shuwa
秀策	Honinbo Shusaku
秀哉	Honinbo Shusai
秀甫	Honinbo Shuho
秀榮	Honinbo Shuei
古力	Gu Li
崔精	Choi Jeong
张栩	Cho U
陈贤	Chen Xian
陳禧	Chen Xi
常昊	Chang Hao
瞿燕生	Qu Yansheng
徐莹	Xu Ying

# ranks
一段	1-dan
二段	2-dan
三段	3-dan
四段	4-dan
五段	5-dan
六段	6-dan
七段	7-dan
八段	8-dan
九段	9-dan
高级	high kyu
高級	high kyu
上级	high kyu
上級	high kyu
中级	middle kyu
中級	middle kyu
低級	low kyu

# named points
一二妙手	1-2 point
一一妙手	1-1 point
超高目	4-6 point
高目	4-5 point
目外	3-5 point
小目	3-4 point
外目	3-5 point
五五	5-5 point
三三	3-3 point
高目定式	4-5 point joseki
目外定式	3-5 point joseki
小目定式	3-4 point joseki
四六定式	4-6 point joseki
五五定式	5-5 point joseki
三六定式	3-6 point joseki
三三定式	3-3 point joseki
雙飛燕	4-4 point double low approach
双飞燕	4-4 point double low approach

# spaces
二间跳	two-space jump
二間跳	two-space jump
二间拆	two-space extension
二間拆	two-space extension
三间跳	three-space jump
三間跳	three-space jump
三间拆	three-space extension
三間拆	three-space extension
一间跳	one-space jump
一間跳	one-space jump
一间拆	one-space extension
一間拆	one-space extension
四间拆	four-space extension
四間拆	four-space extension
五间拆	five-space extension
五間拆	five-space extension
拆二	two-space extension
聚三	three-space killable eye shape
拆三	three-space extension
聚六	six-space killable eye shape
單關	one-space jump
单关	one-space jump
拆一	one-space extension
聚四	four-space killable eye shape
拆四	four-space extension
聚五	five-space killable eye shape
拆五	five-space extension
關	one-space jump
关	one-space jump

# volumes
第一卷	Volume 1
第二卷	Volume 2
第三卷	Volume 3
第四卷	Volume 4
第五卷	Volume 5
第六卷	Volume 6

# chapters
第一章	Chapter 1
第二章	Chapter 2
第三章	Chapter 3
第四章	Chapter 4
第五章	Chapter 5

# ordinal numbers
第一	1st
第二	2nd
第三	3rd
第四	4th
第五	5th
第六	6th
第七	7th
第八	8th
第九	9th
第十	10th
第十一	11th
第十二	12th
第十三	13th
第十四	14th
第十五	15th
第十六	16th
第十七	17th
第十八	18th
第十九	19th
第二十	20th
第三十	30th
第四十	40th
第五十	50th

# board sizes
5路	5x5
7路	7x7
9路	9x9
11路	11x11
13路	13x13
19路	19x19

# book names
死活训练初级篇	Life-and-death training beginner drill
围棋死活辞典-濑越宪作	Life-and-Death Dictionary (Segoe Kensaku)
围棋实战死活192题	192 real-game tsumego
李昌镐精讲围棋死活	Lee Chang-ho Selected Life-and-Death Problems
李昌镐精讲围棋手筋	Lee Chang-ho Selected Tesuji Problems
围棋死活1000题	Weiqi Life-and-Death 1000 Problems
もっとひと目の詰碁	More Life-and-Death at a Glance
級位練習600題	Kyu-level Practice 600 Problems
必殺力のつく詰碁	Tsumego to build deadly power
基礎力のつく死活	Life-and-death for basic strength
李昌镐官子技巧	Lee Chang-ho’s Endgame Skills
打与逃的基本功	The Basics of Fighting and Escaping
圍棋死活特訓	Special life-and-death training
圍棋死活入門	Introductory Life-and-death
围棋综合手筋	Comprehensive tesuji
玄玄棋经	Gengen Gokyo
棋经众妙	Gokyo Shumyo
官子谱	Kanzufu

# https://www.101weiqi.com/myfootprints/
结束时间	End time
立即生成	Generate immediately
生成成长足迹消耗的系统时间较多，请等待2分钟左右。	Generating growth footprints consumes a lot of system time, please wait about 2 minutes.
普通会员只能免费生成一次成长足迹	Ordinary members can only generate growth footprints once for free
银卡会员以上没有限制。	There is no limit for Silver Card members and above.
以后每次收取50围豆	50 beans will be charged each time thereafter
会显示月度成长足迹	the monthly growth footprint will be displayed

# https://www.101weiqi.com/book/
成为	become
将会持续统计	statistics will be kept

# https://www.101weiqi.com/book/1356/
其中	among them
无效	invalid

# https://www.101weiqi.com/book/67/
基础教程	Basic tutorial
围棋攻守战术	Go Offensive and Defensive Tactics
入腹争正面	Enter the belly to fight for the front
欺着的攻与防	Bullying attack and defense
围棋的筋和形	Suji and shape of Go
版	version
